id,name,description,status,reasons,countries,categories,website,logo_url,alternatives,alternatives_text,allOf
clearasil,Clearasil,"Owned by **Reckitt Benckiser**

**Reckitt Benckiser** signs a cooperation agreement with the Israel Innovation Authority.",avoid,operations_in_israel,global,,,,,,
clearblue,Clearblue,"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",avoid,operations_in_israel,global,,,https://upload.wikimedia.org/wikipedia/commons/5/5d/Clearblue_logo.jpg,,,
clinique,Clinique,"Clinique is owned by **Estee Lauder**

**Ronald Lauder**, who together with his brother Leonard Lauder inherited the Estee Lauder company, is the president of the **World Jewish Congress**, and chairman of the Jewish National Fund, and is a **zionist** with extremist views and financially and politically supports **Israeli** occupation of Palestinian land.",avoid,operations_in_israel,global,,,https://www.biz.uiowa.edu/aaf/wp-content/uploads/sites/24/2023/07/clinique-logo-png-transparent.png,lush,,
clorets,Clorets,"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said ""brings real, simple ingredients together to offer multi-textural, sensorial experiences.""",avoid,operations_in_israel,global,,,,,,
clubsocial,Club Social,"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said ""brings real, simple ingredients together to offer multi-textural, sensorial experiences.""",avoid,operations_in_israel,global,,,,,,
cmt,CMT,"Owned by **Paramount Global**.

**Paramount Global** stated, 'We stand with the people of Israel and the global Jewish community.""",avoid,operations_in_israel,global,,,,,,
cocacola,Coca Cola,"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.",avoid,operations_in_settlements,global,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Coca-Cola_logo.svg/2560px-Coca-Cola_logo.svg.png,meysu,,
cocoavia,CocoaVia,"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.",avoid,operations_in_israel,global,,,https://straightforward.design/wp-content/uploads/2020/10/CocoaVia_logo_square-scaled.jpg,,,
colors,Colors,"Owned by **Paramount Global**.

**Paramount Global** stated, 'We stand with the people of Israel and the global Jewish community.""",avoid,operations_in_israel,global,,,,,,
combos,Combos,"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.",avoid,operations_in_israel,global,,,https://static.wikia.nocookie.net/logopedia/images/b/b3/Combos_Logo.png/revision/latest/scale-to-width-down/250?cb=20210109042114,,,
comedycentral,Comedy Central,"Owned by **Paramount Global**.

**Paramount Global** stated, 'We stand with the people of Israel and the global Jewish community.""",avoid,operations_in_israel,global,,,,,,
comfort,Comfort,"Owned by **Unilever**.

**Comfort** and Ben & Jerry's are owned by **Unilever**. When Ben & Jerry's decided to stop selling its products in Israel, **Unilever** sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",avoid,operations_in_israel,global,,,https://cdn.sanity.io/images/92ui5egz/production/6e33b168323d967b829798909621117f12607e99-1080x1080.jpg?w=375&h=375&fit=crop&auto=format,,,
cornetto,Cornetto,"Owned by **Unilever**.

**Cornetto** and Ben & Jerry's are owned by **Unilever**. When Ben & Jerry's decided to stop selling its products in Israel, **Unilever** sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",avoid,operations_in_israel,global,,,https://assets.stickpng.com/images/5a37f08cc488ac6062ac2a9d.png,golf,,
costacoffee,Costa Coffee,"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.",avoid,operations_in_settlements,global,,,https://1000logos.net/wp-content/uploads/2020/10/Costa-Coffee-Logo.png,,,
cotedor,Cote d'Or,"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said ""brings real, simple ingredients together to offer multi-textural, sensorial experiences.""",avoid,operations_in_israel,global,,,https://upload.wikimedia.org/wikipedia/fr/8/84/EXE_240118_CDO_LOGO_2018.jpg,,,
crackerjack,Cracker Jack,"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",avoid,operations_in_israel,global,,,https://upload.wikimedia.org/wikipedia/commons/1/16/Crackerjack_brand_logo.png,ulker,,
crest,Crest,"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",avoid,operations_in_israel,global,,,https://logowik.com/content/uploads/images/crest5385.logowik.com.webp,,,
croky,croky,croky,support,,,,,https://www.makeitfly.group/sites/default/files/styles/inline_image/public/2023-05/logo%20%282%29.png?itok=Lhxib8Op,,,
daim,Daim,"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said ""brings real, simple ingredients together to offer multi-textural, sensorial experiences.""",avoid,operations_in_israel,global,,,https://delikat-essen.at/wp-content/uploads/2019/11/Logo_Daim.jpg,ulker,,
damlasu,Damla Su,"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.",avoid,operations_in_settlements,global,,,https://www.coca-cola.com/content/dam/onexp/tr/tr/brands/damla/es_damla_logo_180x180.png,hamidiye-su,,
danette,Danette,"Owned by **Danone**.

**Danone** leads an investment of about NIS 12.5 million in Israel's Wilk, alongside Israeli milk firm Tara.",avoid,operations_in_israel,global,,,https://assets-us-01.kc-usercontent.com/f5a2b33b-f1c1-0070-ebd4-26269b6538af/34bded5d-a235-4992-89fd-2418feac4035/NEW%20Danette%20Logo.png?fm=png&h=150&q=80,ulker,,
darphin,Darphin,"Darphin is owned by **Estee Lauder**

**Ronald Lauder**, who together with his brother Leonard Lauder inherited the Estee Lauder company, is the president of the **World Jewish Congress**, and chairman of the Jewish National Fund, and is a **zionist** with extremist views and financially and politically supports **Israeli** occupation of Palestinian land.",avoid,operations_in_israel,global,,,https://logowik.com/content/uploads/images/darphin3606.logowik.com.webp,,,
dasani,Dasani,"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.",avoid,operations_in_settlements,global,,,https://www.dasani.com/content/dam/nagbrands/us/dasani/en/home/Dasani_Logo.svg.png,,,
dash,Dash,"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",avoid,operations_in_israel,global,,,https://ecarf-siegel.org/wp-content/uploads/dash-logo.png,,,
dawn,Dawn,"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",avoid,operations_in_israel,global,,,https://assets.stickpng.com/images/600c667189799d00044aee41.png,,,
delvalle,Del Valle,"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.",avoid,operations_in_settlements,global,,,https://seeklogo.com/images/D/del-valle-logo-7E8AF79BC5-seeklogo.com.png,torku,,
dettol,Dettol,"Owned by **Reckitt Benckiser**

**Reckitt Benckiser** signs a cooperation agreement with the Israel Innovation Authority.",avoid,operations_in_israel,global,,,,,,
dfs,DFS,"**DFS** is owned by **LVMH**.

Bernard Arnault, the chairman and **CEO** of **LMVH** Moet Hennessy-Louis Vuitton, and the world's richest man according to Forbes, has **invested** in cybersecurity firm, **Wiz**, the **Israeli** maker of cloud security solutions for enterprises.",avoid,operations_in_israel,global,,,https://upload.wikimedia.org/wikipedia/commons/2/20/DFS_Group_logo.png,,,
didi,didi,didi,support,,,,,https://logodix.com/logo/40946.png,,,
dieselfragrances,Diesel Fragrances,"**Diesel Fragrances** are owned by **L'Oreal.**

**34.70%** of L'Oreal is owned by Mrs. Francoise Bettencourt Meyers and her family. **20.1%** of L' Oreal is owned by **Nestle**. Nestle began **investing** in **Israel** in 1995 by buying 10% of Israeli food maker **Osem** Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant Nestle will set up a global research and development center for snack foods next year in Sderot, a town in Israel's Negev desert, the Maariv.",avoid,operations_in_israel,global,,,,,,
dietcoke,Diet Coke,"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.",avoid,operations_in_settlements,global,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Diet_Coke_logo.svg/1200px-Diet_Coke_logo.svg.png,meysu,,
digiorno,Di Giorno,"Owned by **Nestle**.

**Nestle** is 100% owned by swiss. **Nestle** began investing in Israel in 1995 by buying 10% of Israeli food maker Osem Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant **Nestle** will set up a global research and development centre for snack foods in Sderot, a town in Israel's Negev desert, the Maariv newspaper reported on Sunday.",avoid,operations_in_israel,global,,,https://www.goodnes.com/sites/g/files/jgfbjl321/files/gdn_brand/DiGiorno%20Logo-01.png,,,
dior,Dior,"Dior is owned by **LVMH**.

Bernard Arnault, the chairman and **CEO** of **LMVH** Moet Hennessy-Louis Vuitton, and the world's richest man according to Forbes, has **invested** in cybersecurity firm, **Wiz**, the **Israeli** maker of cloud security solutions for enterprises.",avoid,operations_in_israel,global,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Dior_Logo.svg/2560px-Dior_Logo.svg.png,,,
disney,Disney,"Owned by **The Walt Disney Company**.

**The Walt Disney Company** Donates To Support Humanitarian Relief Following Terrorist Attacks In Israel.",avoid,operations_in_israel,global,,,https://www.trustedreviews.com/wp-content/uploads/sites/54/2022/02/Disney-Plus-logo-920x518.jpg,,,
dixan,Dixan,"Owned by **Henkel**.

**Henkel** invests in Israeli technology namely by investing in Feelit. A company with its roots in Israel.",avoid,operations_in_israel,global,,,https://www.henkel.com/resource/image/32860/1x1/1000/1000/3e88a3895376b440d4a4d185d60e4115/3FC0231E36486B6AC6EB779974114FE9/dixan-logo.webp,,,
dogadan,Dogadan,"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.",avoid,operations_in_settlements,global,,,https://www.dogadan.com.tr/Content/img/home/logo_footer_en_05.png,caykur,,
dolmio,Dolmio,"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.",avoid,operations_in_israel,global,,,https://static.wikia.nocookie.net/logopedia/images/5/54/Dolmio_2023.svg/revision/latest/scale-to-width-down/300?cb=20230321213643,,,
domestos,Domestos,"Owned by **Unilever**.

**Domestos** and Ben & Jerry's are owned by **Unilever**. When Ben & Jerry's decided to stop selling its products in Israel, **Unilever** sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",avoid,operations_in_israel,global,,,https://cdn.sanity.io/images/92ui5egz/production/9c1c07e7e468bc88ebf369dce27e46fb8134b330-1080x1080.jpg?w=375&h=375&fit=crop&auto=format,,,
doritos,Doritos,"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",avoid,operations_in_israel,global,,,https://1000logos.net/wp-content/uploads/2020/07/Doritos-Logo.png,croky,,
doublemint,Doublemint,"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.",avoid,operations_in_israel,global,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Doublemint_logo.svg/2560px-Doublemint_logo.svg.png,,,
dove,Dove,"Owned by **Unilever**.

**Persil** and Ben & Jerry's are owned by **Unilever**. When Ben & Jerry's decided to stop selling its products in Israel, **Unilever** sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",avoid,operations_in_israel,global,,,https://logowik.com/content/uploads/images/dove-20041665.logowik.com.webp,,,
dovemars,Dove (Mars),"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.",avoid,operations_in_israel,global,,,https://cdn.discordapp.com/attachments/1171937769346584666/1173689481883291690/120.webp?ex=6564de82&is=65526982&hm=1ddb40b4543c4a0c2ae6b9862a21fee3f138c6d9a63b1267ee217c44785c2592&,ulker,,
downy,Downy,"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",avoid,operations_in_israel,global,,,https://1000logos.net/wp-content/uploads/2020/04/Downy-Logo.png,,,
dreamies,Dreamies,"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.",avoid,operations_in_israel,global,,,https://cdn.worldvectorlogo.com/logos/dreamies.svg,,,
dreft,Dreft,"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",avoid,operations_in_israel,global,,,https://static.wikia.nocookie.net/logopedia/images/0/00/2087170.png/revision/latest?cb=20210129151912&path-prefix=es,,,
drinkmate,Drinkmate,Drinkmate offers sparkling water and soda makers (also known as soda machines).,neutral,,"us, ca, gb, eu, au, co, pe, ae, sa, jp, sg, tw",,https://idrinkproducts.com/,,,,
drjart,Dr.Jart+,"Dr.Jart+ is owned by **Estee Lauder**.

**Ronald Lauder**, who together with his brother Leonard Lauder inherited the Estee Lauder company, is the president of the **World Jewish Congress**, and chairman of the Jewish National Fund, and is a **zionist** with extremist views and financially and politically supports **Israeli** occupation of Palestinian land.",avoid,operations_in_israel,global,,,,,,
drpepper,Dr. Pepper,"Owned by **The Coca-Cola Company**. (Only in United Kingdom, Japan, and South Korea)
Owned by **PepsiCo**. (Only in Canada and Oceania)

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",avoid,operations_in_settlements,global,,,https://1000logos.net/wp-content/uploads/2017/10/Dr-Pepper-Logo.png,meysu,,
durex,Durex,"Owned by **Reckitt Benckiser**

**Reckitt Benckiser** signs a cooperation agreement with the Israel Innovation Authority.",avoid,operations_in_israel,global,,,,,,
duru,duru,duru,support,,,,,https://seeklogo.com/images/D/duru-logo-9FC719ACD3-seeklogo.com.png,,,
duyvis,Duyvis,"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",avoid,operations_in_israel,global,,,https://www.duyvis.nl/prod/s3fs-public/2022-03/s8.png,ulker,,
ebly,Ebly,"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.",avoid,operations_in_israel,global,,,https://levillagebyca.com/app/uploads/sites/7/2023/07/ebly-logo-1024x609.png,,,
eclipse,Eclipse,"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.",avoid,operations_in_israel,global,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDCYxqxnftUBTYWuBpi6CUZ1w5X2stjNY3Dg&usqp=CAU,ulker,,
editionsdeparfumsfredericmalle,Editions de parfums Frederic Malle,"Editions de parfums Frederic Malle is owned by **Estee Lauder**.

**Ronald Lauder**, who together with his brother Leonard Lauder inherited the Estee Lauder company, is the president of the **World Jewish Congress**, and chairman of the Jewish National Fund, and is a **zionist** with extremist views and financially and politically supports **Israeli** occupation of Palestinian land.",avoid,operations_in_israel,global,,,,,,
elevit,Elevit,"Owned by **Bayer**.

There is a partnership between **Bayer** and the Israeli Innovation Authority. The Israel Innovation Authority (IIA) is the support arm of the Israeli government, charged with fostering the development of industrial research and development in the State of Israel.",avoid,operations_in_israel,global,,,https://tukuz.com/wp-content/uploads/2019/05/elevit-logo-vector.png,,,
elseve,Elseve,"Owned by **L'Oreal**.

34.70% of **L'Oreal** is owned by Mrs. Francoise Bettencourt Meyers and her family. 20.1% of **L'Oreal** is owned by **Nestle**. **Nestle** began investing in Israel in 1995 by buying 10% of Israeli food maker Osem Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant **Nestle** will set up a global research and development center for snack foods next year in Sderot, a town in Israel's Negev desert, the Maariv.",avoid,operations_in_israel,global,,,https://1000logos.net/wp-content/uploads/2021/04/Elseve-logo.png,,,
emiliopucci,Emilio Pucci,"**EMILIO PUCCI** is owned by **LVMH**.

Bernard Arnault, the chairman and **CEO** of **LMVH** Moet Hennessy-Louis Vuitton, and the world's richest man according to Forbes, has **invested** in cybersecurity firm, **Wiz**, the **Israeli** maker of cloud security solutions for enterprises.",avoid,operations_in_israel,global,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Pucci_logo.svg/2560px-Pucci_logo.svg.png,,,
era,Era,"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",avoid,operations_in_israel,global,,,https://static.wikia.nocookie.net/logopedia/images/c/cd/Era200x200.jpg/revision/latest?cb=20201205150122,,,
erikli,Erikli,"Owned by **Nestle**.

**Nestle** is 100% owned by swiss. **Nestle** began investing in Israel in 1995 by buying 10% of Israeli food maker Osem Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant **Nestle** will set up a global research and development centre for snack foods in Sderot, a town in Israel's Negev desert, the Maariv newspaper reported on Sunday.",avoid,operations_in_israel,global,,,https://logowik.com/content/uploads/images/379_erikli_su.jpg,hamidiye-su,,
essie,Essie,"**Essie** is owned By **L' Oreal**.

**34.70%** of L'Oreal is owned by Mrs. Francoise **Bettencourt** Meyers and her family. **20.1%** of L' Oreal is owned by **Nestle**. Nestle began investing in Israel in 1995 by buying 10% of Israeli food maker **Osem** Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a **53.8 percent stake** in Osem Swiss food giant Nestle will set up a global research and development center for snack foods next year in Sderot, a town in Israel's Negev desert, the Maariv.",avoid,operations_in_israel,global,,,https://upload.wikimedia.org/wikipedia/commons/5/58/Essie_logo.png,,,
ethelm,Ethel M,"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.",avoid,operations_in_israel,global,,,https://assets.stickpng.com/images/60156f50a038420004234a82.png,tadelle,,
eti,eti,eti,support,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c3/Eti_logo.png,,,
evian,Evian,"Owned by **Danone**.

**Danone** leads an investment of about NIS 12.5 million in Israel's Wilk, alongside Israeli milk firm Tara.",avoid,operations_in_israel,global,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Evian_logo.svg/2560px-Evian_logo.svg.png,spa,,
evolve,Evolve,"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",avoid,operations_in_israel,global,,,https://m.media-amazon.com/images/I/91AujbaU8GL.jpg,,,
fa,Fa,"Owned by **Henkel**.

**Henkel** invests in Israeli technology namely by investing in Feelit. A company with its roots in Israel.",avoid,operations_in_israel,global,,,https://www.henkel.be/resource/image/656276/1x1/1000/1000/91b5c67f851d9916797cc59fb24b9dc4/F9347DB8756FA957A4C6B5891569C238/fa-logo-be-png.webp,,,
fairlife,Fairlife,"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.",avoid,operations_in_settlements,global,,,https://upload.wikimedia.org/wikipedia/en/1/1c/Fairlifelogo.png,,,
fairy,Fairy,"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",avoid,operations_in_israel,global,,,https://assets.stickpng.com/thumbs/5ecb94af3197b1000485b0b7.png,,,
falim,Falim,"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said ""brings real, simple ingredients together to offer multi-textural, sensorial experiences.""",avoid,operations_in_israel,global,,,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/052014/falim_logo.png?itok=rMvbhBr9,ulker,,
fanta,Fanta,"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.",avoid,operations_in_settlements,global,,,https://www.waaslanddrinks.be/wp-content/uploads/2016/04/fanta-logo.png,meysu,,
febreze,Febreze,"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",avoid,operations_in_israel,global,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Febreze_Logo.svg/800px-Febreze_Logo.svg.png,,,
fendi,Fendi,"Fendi is owned by **LVMH**.

Bernard Arnault, the chairman and **CEO** of **LMVH** Moet Hennessy-Louis Vuitton, and the world's richest man according to Forbes, has **invested** in cybersecurity firm, **Wiz**, the **Israeli** maker of cloud security solutions for enterprises.",avoid,operations_in_israel,global,,,https://cdn.freebiesupply.com/images/large/2x/fendi-logo-png-transparent.png,,,
fenty,Fenty,"Fenty is owned by **LVMH**.

Bernard Arnault, the chairman and **CEO** of **LMVH** Moet Hennessy-Louis Vuitton, and the world's richest man according to Forbes, has **invested** in cybersecurity firm, **Wiz**, the **Israeli** maker of cloud security solutions for enterprises.",avoid,operations_in_israel,global,,,https://assets.stickpng.com/images/620387cd8c40850004419121.png,,,
fernandes,Fernandes,"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.",avoid,operations_in_settlements,global,,,https://static-images.jumbo.com/product_images/251120211347_363622BLK-1_360x360_2.png,didi,,
firefox,firefox,firefox,support,,,,,https://upload.wikimedia.org/wikipedia/commons/1/16/Firefox_logo%2C_2017.png,,,
fisherprice,Fisher-Price,"Owned by **Mattel**.

""We unequivocally stand in solidarity with Israel in the global fight against terrorism,"" says a joint letter that was signed by 15 industry executives, including the CEO of **Mattel**.",avoid,operations_in_israel,global,,,,,,
fitbit,Fitbit,"**Fitbit** is owned by **Google**

Amazon and Google are working together on **Project Nimbus**.
**Project Nimbus** is a $1.2bn contract to provide cloud services for the **Israeli military and government**. This technology allows for further surveillance of and **unlawful data collection** on Palestinians, and facilitates expansion of Israel's **illegal settlements** on Palestinian land.",avoid,operations_in_settlements,global,,,,,,
fixodent,Fixodent,"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",avoid,operations_in_israel,global,,,https://cdn.freebiesupply.com/logos/large/2x/fixodent-logo-png-transparent.png,,,
fleuril,Fleuril,"Owned by **Henkel**.

**Henkel** invests in Israeli technology namely by investing in Feelit. A company with its roots in Israel.",avoid,operations_in_israel,global,,,https://www.henkel.nl/resource/image/654722/1x1/1000/1000/7cff0cc8682d6301fc441957925469bc/7EC10E81BD8E769EE06E9F0AC73C877C/fleuril-logo-png.webp,,,
foodspring,foodspring,"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.",avoid,operations_in_israel,global,,,https://images.unidays.world/i/customers/mobile/active/ff121ca7-0fe9-4c61-a43d-3d096faef568,,,
fred,Fred,"**Fred** is owned by **LVMH**.

Bernard Arnault, the chairman and **CEO** of **LMVH** Moet Hennessy-Louis Vuitton, and the world's richest man according to Forbes, has **invested** in cybersecurity firm, **Wiz**, the **Israeli** maker of cloud security solutions for enterprises.",avoid,operations_in_israel,global,,,https://r.lvmh-static.com/uploads/2014/10/fred_logo.png,,,
freia,Freia,"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said ""brings real, simple ingredients together to offer multi-textural, sensorial experiences.""",avoid,operations_in_israel,global,,,https://dagligvarehandelen.no/sites/default/files/2014-09/1hava5sn2f690brb61117osjmjjldtch_0.jpg,torku,,
fresca,Fresca,"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.",avoid,operations_in_settlements,global,,,"https://ih1.redbubble.net/image.1600955278.3658/st,small,507x507-pad,600x600,f8f8f8.jpg",,,
fresh,Fresh,"**Fresh** is owned by **LVMH**.

Bernard Arnault, the chairman and **CEO** of **LMVH** Moet Hennessy-Louis Vuitton, and the world's richest man according to Forbes, has **invested** in cybersecurity firm, **Wiz**, the **Israeli** maker of cloud security solutions for enterprises.",avoid,operations_in_israel,global,,,https://www.sephora.fr/on/demandware.static/-/Library-Sites-SephoraV2/default/dw6cdf784b/brands/Logos/FRESH_300_150_logo.jpg,,,
fritos,Fritos,"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",avoid,operations_in_israel,global,,,https://upload.wikimedia.org/wikipedia/en/1/11/Fritos_logo.png,croky,,
funyuns,Funyuns,"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",avoid,operations_in_israel,global,,,https://upload.wikimedia.org/wikipedia/commons/5/5b/Funyuns_brand_logo.png,croky,,
